age;height_cm;weight_kg;overall;skill_moves;pace;shooting;passing;dribbling;defending;physic
23;188;79;65;2;61;31;42;42;65;68
21;185;77;65;3;74;49;61;69;65;67
23;174;73;65;2;71;48;63;64;64;67
23;185;75;65;2;57;30;44;48;64;70
21;173;72;65;3;75;56;63;70;27;47
21;183;80;65;2;68;56;65;64;62;69
21;172;71;65;2;71;58;60;69;27;48
22;188;83;65;2;67;27;38;35;70;65
21;185;75;65;2;66;63;69;64;64;68
21;180;79;65;2;73;43;58;60;63;71
21;175;72;65;3;78;38;54;64;61;74
21;180;75;65;2;68;54;62;62;64;64
20;191;82;65;2;42;42;49;40;65;69
21;170;69;65;3;77;61;60;72;30;52
20;172;70;65;3;71;61;61;74;26;54
20;185;82;65;2;60;44;59;62;64;76
20;185;79;65;2;60;31;43;42;64;72
22;184;76;65;2;67;44;49;55;64;71
23;185;75;65;3;64;60;66;57;54;72
22;175;65;65;3;65;63;67;69;36;54
22;188;78;65;3;71;65;60;65;30;64
22;172;72;65;3;78;39;61;69;53;68
24;185;73;65;2;62;59;65;67;50;66
25;183;79;65;2;68;52;63;66;64;64
24;184;83;65;3;70;66;63;64;31;59
22;181;73;65;2;63;32;48;56;64;71
24;178;74;65;2;74;56;61;66;36;59
23;186;77;65;2;66;29;55;47;64;70
24;173;75;65;3;73;58;64;69;34;51
22;175;66;65;2;77;53;57;73;64;53
23;188;81;65;2;68;59;60;62;64;68
24;180;70;65;3;78;56;61;68;62;74
26;181;71;65;3;68;64;48;60;28;57
22;182;76;65;2;72;51;64;67;58;70
23;187;82;65;2;62;32;34;49;64;66
23;179;70;65;2;72;47;65;61;64;63
22;175;81;65;2;79;63;61;65;63;67
25;181;74;65;2;65;43;47;49;64;69
23;186;77;65;2;69;49;60;66;63;72
22;183;68;65;2;71;43;59;64;64;64
23;172;69;65;3;83;61;57;70;26;58
22;195;85;65;2;56;44;57;52;61;80
24;180;69;65;2;84;60;57;66;32;63
23;177;72;65;3;71;58;62;65;33;55
23;192;86;65;2;63;67;60;62;35;70
21;184;78;65;3;64;63;60;63;64;70
24;180;74;65;3;70;62;44;59;31;57
21;180;79;65;3;85;62;55;68;29;64
22;180;78;65;2;68;36;40;47;65;70
23;181;72;65;2;75;29;54;61;64;62
22;180;76;65;2;76;40;52;64;65;68
21;169;68;65;3;82;60;60;69;34;45
22;183;74;65;2;67;46;57;67;63;73
22;182;79;65;2;66;36;56;58;65;71
23;176;64;65;3;76;62;60;70;31;44
23;193;83;65;2;42;26;36;42;66;68
20;175;72;65;3;72;64;48;64;30;60
23;178;69;65;2;80;65;58;68;26;56
22;189;83;65;2;72;66;49;62;34;70
23;169;78;65;2;33;63;67;69;37;45
20;184;79;65;2;78;65;55;65;28;74
21;183;77;65;2;62;27;45;47;65;76
22;177;72;65;2;81;39;49;49;67;67
20;177;69;65;3;77;47;61;66;62;63
21;181;72;65;2;67;51;59;65;63;68
23;178;70;65;2;71;51;62;69;62;68
22;170;72;65;3;76;50;61;68;62;68
19;180;63;65;2;53;49;61;61;59;62
22;195;80;65;2;53;67;42;52;29;71
22;177;70;65;3;81;63;49;69;26;60
19;166;60;65;3;85;57;63;68;37;44
21;192;97;65;2;48;33;41;43;65;75
20;173;68;65;3;84;61;58;69;37;50
24;179;74;65;3;67;34;62;68;64;61
26;177;70;65;3;73;61;60;73;44;60
26;175;69;65;4;80;57;61;69;42;59
26;170;67;65;2;76;60;61;65;61;72
25;178;75;65;2;69;54;62;62;68;73
27;181;77;65;3;71;41;54;63;64;72
24;179;78;65;4;80;59;60;73;29;61
24;182;72;65;3;73;64;61;66;37;61
24;176;73;65;2;83;65;56;65;35;55
26;188;78;65;2;75;25;47;51;65;67
26;176;75;65;3;76;55;60;67;40;62
25;182;76;65;2;67;32;57;51;60;76
25;192;85;65;2;55;35;51;42;65;70
26;168;69;65;2;72;57;64;67;51;55
23;181;69;65;3;75;64;67;68;54;65
26;173;68;65;2;83;52;55;62;66;69
22;182;76;65;3;74;55;60;65;63;70
24;183;82;65;2;73;63;63;66;58;71
25;184;74;65;2;71;34;50;42;64;70
25;186;71;65;2;72;24;50;50;64;70
27;184;78;65;2;71;60;61;65;63;82
24;181;77;65;2;50;27;47;54;66;68
23;165;68;65;3;83;60;60;71;33;57
22;172;68;65;3;73;53;65;68;31;58
24;183;73;65;2;74;45;58;62;62;66
23;176;75;65;2;70;63;68;68;51;68
23;183;79;65;2;79;58;54;62;67;73
23;188;81;65;2;51;45;48;48;62;81
21;168;78;65;3;91;59;53;70;26;58
26;180;80;65;2;63;41;59;53;62;74
26;179;72;65;2;74;59;66;58;38;63
24;168;67;65;3;71;59;58;71;46;61
25;192;85;65;2;33;38;47;41;66;72
23;181;73;65;2;78;48;56;67;61;75
22;178;80;65;2;65;51;65;65;65;68
24;175;64;65;3;80;44;65;65;63;68
22;186;72;65;2;76;43;61;63;62;73
21;187;87;65;2;63;29;41;52;63;76
20;177;72;65;3;86;59;59;66;53;62
22;175;72;65;2;67;42;57;67;66;63
23;183;76;65;3;88;59;53;71;28;57
22;184;78;65;2;56;53;62;60;58;76
24;170;63;65;2;71;56;65;72;51;53
23;181;81;65;2;65;32;38;45;66;71
23;183;84;65;3;79;62;62;66;56;74
22;176;64;65;3;81;61;61;65;46;42
21;186;80;65;4;71;65;65;70;36;65
27;183;82;65;3;65;56;61;64;63;65
23;184;70;65;3;48;58;70;69;42;56
27;181;70;65;3;75;63;59;66;27;62
20;180;77;65;2;71;62;66;67;49;59
26;181;71;65;3;83;62;59;68;52;63
24;178;67;65;2;64;64;68;65;54;64
24;170;66;65;2;85;37;52;56;65;67
23;160;62;65;3;66;56;65;65;45;41
23;178;72;65;2;79;63;59;66;28;62
22;172;67;65;2;75;42;60;63;62;64
23;186;81;65;2;68;65;50;61;29;73
25;192;81;65;2;40;32;35;40;69;73
24;185;78;65;2;55;29;39;41;64;75
23;173;77;65;2;81;58;60;68;45;61
21;174;69;65;2;66;43;60;62;66;64
23;178;75;65;2;76;26;41;41;64;67
22;172;70;65;4;77;63;60;72;26;47
25;194;89;65;2;60;67;43;53;31;74
21;177;75;65;2;79;35;51;52;63;78
23;192;86;65;2;55;40;55;59;66;76
22;185;77;65;3;89;61;50;67;28;62
21;180;70;65;2;69;52;67;61;55;64
19;186;78;65;2;63;31;49;36;66;68
26;176;67;65;2;75;37;54;68;63;64
25;182;70;65;3;62;56;68;68;35;63
23;172;66;65;3;81;65;55;67;28;54
24;176;80;65;2;73;28;57;64;69;61
23;170;70;65;3;76;54;61;69;52;61
25;180;75;65;3;78;66;53;60;38;65
27;176;77;65;2;61;49;62;64;66;71
27;181;73;65;2;66;42;53;46;67;66
24;178;73;65;2;68;62;67;66;54;72
26;173;72;65;2;64;40;56;61;66;73
24;181;76;65;3;73;58;70;65;51;70
27;178;69;65;3;73;62;64;68;36;58
26;180;68;65;3;76;59;60;67;27;60
26;180;76;65;3;68;65;63;68;40;59
24;188;77;65;2;72;40;53;58;66;72
25;190;86;65;2;88;61;57;68;37;60
25;179;69;65;2;75;39;53;49;65;73
26;179;78;65;2;63;42;46;48;63;71
25;188;86;65;2;62;65;52;58;33;73
25;178;74;65;2;78;56;56;64;63;75
23;176;74;65;2;67;43;56;61;65;69
23;180;77;65;3;85;58;60;67;32;58
24;177;65;65;2;73;52;64;63;65;67
24;188;77;65;2;66;30;37;35;66;71
24;185;77;65;2;69;45;57;60;66;73
26;188;84;65;2;74;52;59;65;65;74
23;176;72;65;2;73;64;60;67;32;61
25;183;82;65;3;69;67;61;69;26;70
23;192;86;65;2;55;47;52;51;67;79
25;185;80;65;2;64;41;57;56;68;75
23;171;74;65;3;77;65;61;73;38;65
22;175;61;65;2;85;58;59;65;64;58
26;171;73;65;3;79;60;61;71;35;63
24;180;77;65;2;85;55;56;64;63;71
24;180;70;65;3;76;58;63;65;64;62
24;172;63;65;3;91;59;39;75;28;48
22;190;82;65;3;81;62;51;64;31;70
22;176;71;65;3;60;50;64;60;59;64
24;194;80;65;2;49;40;50;45;65;78
25;186;78;65;2;48;31;49;51;66;65
24;188;77;65;3;70;63;57;66;29;59
24;190;76;65;2;58;51;43;43;66;65
26;180;77;65;3;76;64;63;66;61;71
23;188;83;65;2;56;36;45;46;64;73
24;178;65;65;2;74;50;64;64;57;68
23;171;72;65;2;76;55;60;65;61;78
25;186;79;65;2;68;45;52;56;63;72
23;176;78;65;2;75;65;55;64;36;77
23;177;75;65;3;90;62;58;68;31;57
24;185;79;65;4;74;51;60;70;25;60
25;181;82;65;2;69;28;52;49;65;76
24;181;76;65;2;62;36;53;52;65;66
23;178;68;65;2;68;52;66;63;56;67
23;178;72;65;3;77;64;58;69;35;65
23;175;67;65;3;91;55;59;69;39;59
25;185;84;65;2;76;57;58;68;37;79
23;190;76;65;2;53;42;47;43;64;70
25;198;75;65;2;52;65;50;49;39;76
22;187;86;65;3;83;64;60;69;34;74
25;183;79;65;2;78;39;39;42;66;71
24;191;81;65;2;63;29;48;48;67;66
25;178;76;65;3;74;64;51;70;26;61
23;188;85;65;3;62;65;47;61;30;69
24;177;68;65;3;75;55;64;66;31;49
22;190;85;65;3;78;65;57;64;28;69
25;176;74;65;4;63;60;63;70;31;61
25;184;76;65;2;66;38;61;60;65;73
22;170;70;65;3;81;58;54;70;26;58
23;186;73;65;2;61;24;35;38;64;72
23;176;66;65;2;75;32;58;62;63;64
24;185;79;65;3;77;61;60;67;59;77
23;181;70;65;2;71;43;59;56;65;72
26;184;80;65;2;64;40;59;56;61;80
24;173;68;65;3;83;68;37;59;27;65
25;167;63;65;2;81;36;58;71;60;57
25;190;78;65;2;59;58;58;62;64;73
24;172;72;65;2;77;61;65;67;32;64
27;172;73;65;3;74;62;62;69;38;65
22;178;72;65;4;83;58;57;68;34;63
24;180;72;65;2;86;50;56;63;61;73
25;179;70;65;2;67;63;63;66;55;67
25;179;71;65;2;77;61;62;66;29;50
26;180;77;65;3;74;62;58;64;43;83
26;178;73;65;3;76;64;52;62;38;66
25;178;80;65;2;73;61;62;64;56;74
25;186;85;65;2;72;39;61;63;64;70
27;177;73;65;3;71;61;62;67;32;55
27;180;73;65;3;84;59;59;70;31;68
26;178;78;65;3;90;64;54;62;29;65
25;184;79;65;2;69;52;63;62;64;67
25;171;70;65;2;61;27;59;60;68;53
25;178;72;65;3;92;61;55;70;33;57
26;172;73;65;2;78;68;61;67;32;66
25;175;77;65;4;76;55;59;73;29;57
25;172;64;65;4;81;62;61;70;26;54
25;180;84;65;3;78;64;51;69;27;65
25;184;81;65;2;64;36;46;45;67;71
25;179;78;65;2;66;37;63;65;60;69
24;172;68;65;4;70;67;61;68;36;64
26;184;83;65;2;67;54;59;60;61;76
25;186;77;65;2;81;42;54;63;63;71
25;187;75;65;2;70;24;54;58;66;73
25;187;87;65;2;33;48;57;46;64;76
24;181;72;65;3;81;59;67;70;51;72
26;176;67;65;2;69;32;54;48;62;76
26;172;76;65;4;63;61;62;69;50;59
25;183;74;65;3;74;58;65;68;65;61
25;180;76;65;3;72;63;59;67;29;54
23;185;81;65;2;67;26;33;43;68;71
27;177;70;65;2;71;49;59;58;58;76
26;191;86;65;2;49;34;50;43;64;72
26;186;81;65;3;71;46;53;58;65;76
24;185;72;65;2;63;58;63;64;64;72
24;181;76;65;4;75;53;64;69;58;68
24;180;73;65;2;74;65;62;69;49;68
24;168;75;65;2;69;37;54;59;62;71
23;177;82;65;2;70;48;59;61;65;65
23;183;70;65;2;79;50;60;65;62;67
24;187;88;65;2;65;32;41;32;64;73
24;170;65;65;3;77;54;63;69;57;55
25;184;74;65;2;74;37;53;60;60;77
23;185;74;65;2;85;64;52;59;36;67
24;171;69;65;2;74;56;58;70;49;53
27;174;70;65;2;79;55;64;68;53;64
27;190;88;65;2;64;25;43;39;64;76
25;185;75;65;3;75;64;58;72;51;60
26;180;72;65;3;71;65;61;62;35;68
22;188;78;65;2;58;29;52;54;65;68
23;175;65;65;3;80;57;62;69;38;56
25;179;78;65;3;81;66;45;67;28;74
23;190;89;65;2;66;37;52;54;64;75
24;175;68;65;3;86;54;57;68;25;46
26;180;79;65;2;68;60;43;60;28;74
22;183;79;65;2;72;64;67;66;43;60
25;183;73;65;2;62;25;34;37;67;69
21;188;75;65;2;66;36;39;45;67;72
24;180;75;65;2;68;66;48;61;28;68
24;193;82;65;2;61;58;54;64;63;83
22;173;69;65;3;81;59;59;66;25;56
25;182;76;65;2;72;60;60;68;51;65
27;170;74;65;4;83;49;57;68;39;64
26;165;63;65;2;68;52;66;67;65;59
26;179;69;65;2;77;38;48;59;63;74
24;181;77;65;3;81;61;55;71;26;54
24;186;84;65;2;59;40;44;43;62;71
26;179;77;65;3;74;54;64;66;51;63
24;173;77;65;3;81;63;51;67;36;75
26;174;69;65;2;65;54;59;58;65;68
24;173;74;65;2;78;42;61;64;62;72
19;177;70;65;2;75;38;60;60;65;67
25;177;75;65;4;75;53;62;65;25;63
25;187;80;65;2;60;34;53;58;64;76
27;180;76;65;3;52;30;46;62;67;71
22;178;69;65;2;65;45;70;68;48;58
26;186;78;65;2;57;43;58;57;65;72
25;187;81;65;2;57;65;42;58;34;76
25;171;75;65;3;86;53;58;63;60;71
23;170;73;65;2;70;37;53;63;63;74
20;165;60;65;3;85;52;59;69;33;47
24;182;73;65;2;86;53;59;64;52;66
26;187;80;65;3;73;52;67;66;41;62
22;173;76;65;2;64;37;55;58;64;69
25;173;66;65;3;70;65;69;69;46;60
25;189;86;65;4;68;48;60;63;62;73
27;175;65;65;3;80;62;55;67;29;62
26;185;73;65;2;82;38;55;63;61;81
27;177;75;65;3;71;66;59;70;27;63
27;183;78;65;3;63;54;63;68;59;80
25;178;72;65;3;83;58;55;70;24;44
26;181;81;65;3;56;66;59;64;34;56
27;176;68;65;2;79;39;52;59;62;71
27;183;73;65;2;72;55;62;66;60;77
25;180;81;65;3;75;55;60;65;59;61
27;170;65;65;2;68;56;71;68;52;69
26;181;75;65;2;75;58;58;68;62;68
26;188;80;65;2;59;30;48;55;65;68
25;179;79;65;2;65;38;57;62;61;72
24;180;92;65;3;40;67;54;63;32;63
25;174;73;65;2;69;62;64;67;57;63
27;178;73;65;2;81;47;63;65;62;73
24;191;85;65;2;63;41;47;40;63;79
26;184;86;65;2;63;49;58;46;63;77
24;177;74;65;2;62;35;49;55;61;71
26;183;81;65;2;68;65;50;64;30;63
26;165;58;65;3;81;56;59;70;36;44
24;180;70;65;3;68;60;66;69;41;61
26;186;80;65;3;76;62;49;58;30;72
25;190;82;65;2;57;35;44;41;64;74
27;176;73;65;3;80;62;61;63;55;66
27;180;77;65;3;80;63;45;64;29;74
24;187;83;65;2;43;27;44;39;66;71
25;185;80;65;2;67;31;40;50;64;72
26;180;75;65;2;71;46;56;58;65;69
25;183;78;65;2;70;63;41;60;28;70
26;186;89;65;2;49;48;50;53;62;77
24;171;64;65;3;72;66;61;69;27;58
26;178;74;65;2;62;54;65;64;46;62
26;175;66;65;2;72;50;69;73;36;53
25;177;71;65;3;78;60;67;67;30;60
24;173;72;65;4;76;52;58;72;28;52
26;174;72;65;2;66;32;53;62;64;67
26;175;73;65;2;73;50;51;59;64;72
25;190;83;65;2;42;34;40;30;67;72
25;175;75;65;4;71;65;60;69;28;61
26;183;79;65;2;50;49;62;59;65;69
24;175;68;65;2;87;28;47;61;67;70
27;184;80;65;2;66;47;55;61;65;71
26;166;63;65;3;92;28;56;66;60;69
26;179;73;65;4;75;65;62;70;39;69
25;181;77;65;2;72;50;53;62;64;77
26;183;81;65;2;73;33;50;47;66;71
27;185;83;65;2;63;66;50;56;27;73
23;177;78;65;2;69;52;65;64;65;63
25;173;70;65;3;81;64;50;70;30;51
26;182;76;65;2;65;39;50;59;65;73
27;187;86;65;2;40;31;40;38;62;81
27;179;71;65;3;72;64;58;66;45;66
26;179;70;65;2;67;32;45;39;67;67
24;176;74;65;2;78;26;48;58;66;71
23;187;84;65;2;60;42;55;53;63;79
27;186;77;65;2;73;63;46;62;29;55
25;179;77;65;2;68;47;59;65;62;74
25;182;70;65;3;76;65;57;70;32;66
25;192;90;65;3;58;67;40;59;29;69
26;173;71;65;2;79;68;52;66;28;54
27;176;66;65;3;76;43;61;66;62;67
26;183;67;65;3;55;64;69;65;47;62
26;176;71;65;2;77;51;63;64;63;74
27;182;76;65;2;64;35;60;53;66;66
27;175;75;65;3;91;55;57;68;31;63
27;191;89;65;2;74;62;46;63;33;70
26;184;82;65;2;74;63;56;61;27;65
26;178;78;65;2;64;67;54;61;28;73
27;178;72;65;2;70;57;57;65;34;63
27;188;80;65;2;53;36;44;40;63;74
27;175;71;65;2;78;47;60;66;59;63
26;191;85;65;2;54;46;50;49;65;71
27;194;88;65;2;57;38;46;55;62;79
26;194;82;65;2;60;35;40;38;64;76
26;198;91;65;2;46;65;53;58;30;77
24;183;74;65;3;80;63;53;69;28;56
24;167;55;65;3;78;57;58;68;24;57
27;175;72;65;3;80;47;63;65;28;68
26;184;79;65;2;65;42;49;59;66;74
27;180;75;65;3;74;59;63;68;31;65
26;176;66;65;3;76;61;53;71;30;48
27;183;82;65;2;56;36;45;42;65;80
24;176;64;65;2;65;32;50;59;66;60
27;183;81;65;2;58;46;59;62;66;75
24;188;81;65;2;55;32;32;41;71;66
34;188;84;65;2;42;43;58;52;65;68
35;183;72;65;2;52;38;54;55;64;68
35;176;75;65;2;36;47;59;54;65;69
33;174;70;65;2;60;50;61;67;64;67
32;184;72;65;2;53;57;63;56;66;78
31;183;77;65;2;38;48;58;48;64;75
33;175;61;65;2;53;44;63;62;66;72
32;172;68;65;2;86;61;63;70;60;61
31;186;84;65;2;68;63;51;60;30;74
33;192;84;65;2;53;59;60;60;65;76
33;185;84;65;3;71;63;53;68;35;72
33;186;81;65;3;32;45;61;60;69;74
30;178;74;65;2;60;67;66;67;61;62
30;172;70;65;2;65;51;64;66;55;72
36;185;82;65;2;35;56;64;58;63;63
31;177;73;65;2;65;57;64;62;64;66
32;188;84;65;2;39;34;44;40;65;79
33;194;92;65;2;32;44;52;33;66;77
32;175;72;65;3;76;67;63;64;47;65
34;178;70;65;2;42;64;72;61;53;64
31;187;75;65;2;48;42;53;46;65;70
31;181;76;65;2;71;38;58;61;63;68
30;173;75;65;2;53;46;62;61;62;75
33;173;68;65;2;54;54;66;68;57;70
35;183;75;65;2;53;46;61;60;66;67
29;183;79;65;2;63;65;53;62;37;71
31;176;73;65;3;65;64;59;65;32;75
31;183;74;65;3;49;65;69;67;50;61
32;183;64;65;3;91;62;60;68;34;60
33;176;68;65;2;50;51;70;65;68;59
33;192;81;65;3;51;65;53;60;34;71
33;172;73;65;2;58;56;67;68;46;60
35;184;84;65;2;66;61;58;53;62;77
34;192;84;65;2;37;46;60;56;62;72
35;178;78;65;3;50;66;54;57;38;65
30;176;76;65;2;70;53;61;65;63;70
32;176;76;65;3;74;64;61;69;27;63
31;178;83;65;2;67;47;61;63;65;68
30;183;75;65;3;73;64;56;64;38;74
35;187;83;65;3;28;71;56;59;30;60
33;180;72;65;2;54;63;65;64;66;70
33;175;78;65;2;48;55;68;57;63;62
29;178;67;65;3;71;63;62;69;31;61
34;175;72;65;2;33;53;70;68;56;68
33;189;80;65;2;54;44;55;47;64;73
33;178;71;65;2;76;49;62;64;56;70
28;182;74;65;3;71;63;62;68;47;59
29;191;89;65;2;47;32;51;55;65;75
31;188;80;65;2;46;40;43;47;66;67
31;189;86;65;2;51;30;44;41;65;75
31;170;78;65;3;77;58;60;69;28;61
35;180;68;65;2;34;39;42;43;66;61
29;175;70;65;3;78;46;58;67;62;76
30;185;86;65;2;61;35;59;57;64;79
34;182;76;65;2;35;35;40;41;68;69
30;187;82;65;2;62;40;50;51;64;67
32;180;76;65;2;59;51;66;65;53;71
29;181;79;65;2;61;42;61;58;66;68
29;193;82;65;2;64;58;61;61;65;70
30;176;74;65;2;71;51;62;62;63;68
31;180;79;65;3;61;62;57;66;35;73
30;182;75;65;4;68;62;62;75;26;55
31;178;75;65;2;66;46;59;61;65;72
33;176;79;65;2;45;52;59;62;66;78
33;174;75;65;3;66;59;65;66;49;58
35;170;66;65;2;76;55;60;65;63;74
35;184;88;65;2;47;31;46;50;63;67
35;186;80;65;2;32;55;67;64;67;60
30;190;82;65;2;64;33;45;49;66;73
29;177;78;65;2;72;57;58;69;44;62
29;175;72;65;2;73;57;60;64;60;72
32;178;70;65;2;71;48;61;61;61;73
27;179;70;65;3;55;66;70;61;40;63
32;182;83;65;2;60;41;50;51;64;73
31;186;67;65;2;37;57;65;59;58;66
36;180;75;65;3;55;64;69;68;41;66
32;178;72;65;3;69;59;61;67;42;61
29;185;78;65;2;64;55;59;56;64;70
28;187;83;65;2;60;64;67;62;63;74
37;182;79;65;2;39;54;60;50;65;66
33;190;85;65;2;42;68;60;62;37;73
33;185;80;65;2;67;41;46;54;61;82
30;184;88;65;3;60;64;59;65;36;73
33;189;86;65;2;36;47;58;36;63;72
32;181;80;65;2;54;63;64;67;60;67
29;178;72;65;3;81;61;60;68;31;63
31;171;78;65;3;76;64;50;68;28;74
33;170;67;65;2;59;66;67;67;57;68
33;170;65;65;3;67;61;64;70;42;55
34;186;81;65;2;36;29;46;44;64;76
31;183;75;65;2;62;47;57;63;65;74
32;172;68;65;2;44;53;59;61;63;70
32;180;74;65;2;65;46;57;59;65;71
30;170;70;65;2;67;58;63;65;57;65
33;195;94;65;2;49;63;52;56;34;75
28;182;77;65;2;74;55;61;63;61;68
29;193;81;65;3;75;60;63;65;33;73
32;185;72;65;2;52;31;45;50;66;75
29;181;78;65;3;83;64;55;69;31;68
34;181;80;65;2;38;46;43;48;65;72
33;177;66;65;3;60;60;64;65;40;60
30;176;74;65;3;71;66;59;63;29;73
31;187;80;65;2;68;62;50;62;32;70
33;192;78;65;2;39;47;46;41;63;87
30;183;79;65;2;65;64;58;68;33;67
27;178;77;65;2;81;58;59;68;60;69
30;182;72;65;3;75;68;56;65;27;54
27;180;70;65;3;84;68;64;70;62;67
28;177;74;65;2;82;51;59;64;63;68
28;184;76;65;2;68;54;62;64;63;69
32;172;64;65;3;46;47;64;72;61;55
28;188;84;65;2;46;32;49;51;65;72
29;178;74;65;3;67;61;63;66;61;73
30;172;70;65;3;77;57;61;68;58;64
29;187;78;65;2;35;47;50;42;64;72
31;167;65;65;2;58;51;61;64;65;58
30;173;68;65;3;67;63;65;72;29;63
29;183;73;65;2;56;39;52;54;67;75
28;183;72;65;3;74;62;64;66;35;72
29;176;81;65;3;71;63;56;64;32;71
29;186;85;65;3;67;68;65;61;44;74
28;173;68;65;3;57;58;68;68;52;61
29;188;82;65;2;67;24;38;41;64;82
29;190;90;65;3;57;65;57;63;34;76
32;176;70;65;3;67;52;65;63;60;63
32;185;74;65;2;54;45;44;46;64;72
28;187;84;65;2;47;44;41;40;66;75
28;173;75;65;3;78;68;49;66;27;63
29;187;89;65;2;32;30;48;36;65;74
29;170;66;65;3;78;55;65;70;58;70
30;183;74;65;2;68;35;57;58;65;76
29;180;81;65;2;66;64;52;62;34;70
29;190;80;65;2;36;39;52;47;65;72
29;179;78;65;2;72;49;60;60;67;63
29;180;80;65;3;77;53;54;61;65;80
28;180;79;65;3;70;63;66;67;52;72
34;181;82;65;2;34;52;50;50;66;63
37;178;71;65;2;55;43;50;50;65;71
36;182;78;65;2;49;37;54;44;63;74
33;166;78;65;2;64;52;60;62;63;72
31;175;70;65;3;63;50;65;70;62;76
34;191;80;65;2;28;44;42;36;65;65
28;185;72;65;3;72;64;57;62;29;59
28;183;79;65;3;65;53;64;56;59;72
27;178;75;65;2;81;46;64;66;65;65
28;181;74;65;2;62;52;62;65;61;63
29;187;82;65;2;53;44;49;51;64;72
30;184;71;65;3;59;56;69;65;40;61
31;190;88;65;3;36;67;47;59;28;70
31;175;75;65;2;42;39;46;51;64;68
27;178;73;65;3;83;50;61;67;45;57
29;176;74;65;2;77;45;60;60;68;66
28;185;83;65;2;58;49;60;56;64;71
27;183;87;65;2;67;32;56;63;63;71
27;180;77;65;3;57;68;60;63;30;57
30;185;80;65;2;61;66;51;63;29;65
30;186;78;65;2;54;60;43;54;38;82
27;180;74;65;2;76;38;54;58;61;78
30;178;74;65;2;49;62;58;62;62;68
32;175;69;65;2;74;57;62;61;66;75
29;176;77;65;2;66;55;64;55;59;72
28;179;72;65;3;51;63;65;68;37;56
28;182;70;65;2;74;37;59;51;65;71
31;180;76;65;2;42;36;55;43;65;73
31;182;77;65;2;74;38;39;35;67;68
28;181;79;65;2;71;51;62;62;60;79
31;188;77;65;3;51;59;68;63;51;75
28;184;82;65;2;48;32;47;51;63;76
29;172;67;65;3;83;52;56;72;48;62
29;193;83;65;2;54;66;46;56;32;73
34;179;71;65;3;62;61;60;73;30;58
28;179;79;65;2;77;42;59;67;62;78
31;185;80;65;2;68;32;48;47;66;70
29;184;81;65;2;59;33;50;43;64;69
30;187;75;65;2;56;41;51;49;64;75
28;190;82;65;3;72;63;45;57;30;72
29;186;80;65;3;57;64;61;64;29;68
34;187;82;65;2;50;66;63;62;46;73
28;191;92;65;2;39;38;47;47;60;80
35;182;78;65;2;40;70;44;57;30;68
28;175;70;65;3;91;59;57;70;28;61
30;187;83;65;2;33;48;42;40;62;85
30;175;69;65;3;80;39;57;65;61;82
31;190;84;65;3;69;66;51;61;31;64
30;176;73;65;2;80;58;64;67;61;71
28;183;80;65;2;58;45;51;55;62;76
30;180;74;65;2;46;46;66;65;64;72
27;181;72;65;2;78;29;43;50;65;69
29;178;68;65;3;72;65;65;68;32;64
28;186;80;65;3;74;63;47;63;29;68
27;178;79;65;3;82;73;62;64;35;60
28;193;87;65;2;57;60;59;56;61;80
27;177;75;65;2;83;62;59;66;50;66
27;185;75;65;2;60;34;49;41;63;79
29;183;74;65;3;71;65;55;59;30;69
31;183;76;65;2;72;64;48;67;28;67
36;191;84;65;2;48;59;47;56;61;79
27;185;86;65;2;66;63;49;62;39;81
28;188;83;65;2;67;60;63;64;60;68
31;185;75;65;2;68;63;47;58;32;68
30;184;78;65;2;68;51;57;59;64;79
28;175;70;65;2;82;55;64;64;59;70
29;175;73;65;3;80;61;54;67;41;65
29;172;72;65;3;73;59;54;69;28;55
27;182;75;65;3;74;53;67;69;46;65
32;180;70;65;2;58;29;38;42;65;71
27;187;70;65;2;57;58;61;61;65;70
28;187;80;65;2;76;63;52;62;28;69
28;170;71;65;2;72;64;55;70;28;57
28;181;69;65;2;69;62;60;66;29;60
29;187;83;65;3;64;63;60;68;33;77
29;196;91;65;2;31;59;56;46;69;81
29;180;76;65;2;76;55;61;64;62;74
32;173;70;65;3;75;61;54;70;28;63
32;164;60;65;4;81;65;48;63;32;54
28;176;73;65;2;41;57;63;63;57;68
28;187;77;65;2;63;30;52;52;64;78
28;182;73;65;3;72;51;63;66;63;66
28;171;77;65;3;76;62;61;66;34;74
28;178;77;65;2;54;34;40;45;64;72
28;181;73;65;3;69;61;64;65;51;68
29;192;83;65;3;80;55;61;56;63;75
31;180;85;65;3;66;65;51;62;28;67
28;182;82;65;2;69;65;54;61;31;72
28;188;85;65;2;64;66;48;61;33;67
34;174;69;65;2;65;24;57;68;66;63
28;182;78;65;2;75;35;53;62;62;76
30;168;62;65;3;80;64;38;55;31;64
28;186;81;65;2;68;63;53;61;28;69
27;174;70;65;3;74;57;62;71;28;54
28;186;75;65;4;62;61;61;67;31;39
30;196;95;65;2;50;42;42;35;65;79
30;177;73;65;2;71;39;57;55;61;64
29;174;72;65;2;62;55;58;57;57;78
27;173;75;65;2;76;54;58;66;62;71
27;188;80;65;2;67;38;62;46;64;76
27;194;88;65;2;54;39;48;47;64;76
29;182;81;65;2;72;54;54;54;65;83
28;182;78;65;3;82;63;59;67;37;74
28;177;73;65;2;70;39;55;55;66;69
31;176;70;65;2;70;26;59;58;65;74
